LotArea,Neighborhood,BldgType,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,MoSold,YrSold,SalePrice,Siding
5520,OldTown,1Fam,1912,1950,0.0,755,Y,929,929,2229,0,0,1,0,5,1,8,0,0,0.0,0,0,7,2009,104000,Wd Sdng
9591,NridgHt,1Fam,2004,2005,262.0,1713,Y,1713,0,1713,1,0,2,0,3,1,7,1,Attchd,2004.0,3,856,1,2009,274900,VinylSd
8546,Edwards,1Fam,2003,2004,0.0,1121,Y,1121,0,1121,0,0,2,0,2,1,5,0,Attchd,2003.0,2,440,3,2010,140000,VinylSd
10125,Mitchel,1Fam,1977,1977,0.0,1196,Y,1279,0,1279,0,1,2,0,3,1,6,2,Detchd,1980.0,2,473,2,2008,171500,Plywood
7000,OldTown,1Fam,1924,1950,0.0,617,Y,865,445,1310,0,0,2,0,2,1,6,0,Attchd,1924.0,1,398,5,2006,112000,MetalSd
4438,CollgCr,TwnhsE,2004,2004,205.0,848,Y,848,0,848,1,0,1,0,1,1,3,1,Attchd,2004.0,2,420,1,2008,149000,VinylSd
3500,OldTown,1Fam,1947,1950,0.0,720,Y,720,564,1284,0,0,1,1,2,1,5,0,Detchd,1948.0,1,240,4,2009,110000,AsbShng
11851,Gilbert,1Fam,1990,1990,0.0,1424,Y,1442,0,1442,0,0,2,0,3,1,5,0,Attchd,1990.0,2,500,5,2009,180500,HdBoard
13673,Sawyer,1Fam,1962,1962,0.0,1140,Y,1696,0,1696,0,0,1,1,3,1,8,1,Attchd,1962.0,1,349,3,2007,143900,HdBoard
12493,NAmes,1Fam,1960,1960,0.0,1100,Y,1100,0,1100,1,0,1,0,3,1,6,1,Attchd,1960.0,1,312,4,2008,141000,Wd Sdng
14364,SawyerW,1Fam,1988,1989,128.0,1157,Y,1180,882,2062,1,0,2,1,3,1,7,1,Attchd,1988.0,2,454,4,2007,277000,Plywood
8250,NAmes,1Fam,1964,1964,260.0,1092,Y,1092,0,1092,1,0,1,0,3,1,6,0,Attchd,1964.0,2,504,7,2008,145000,HdBoard
5604,Edwards,1Fam,1925,1950,0.0,864,N,864,0,864,1,0,1,0,2,1,5,0,0,0.0,0,0,4,2008,98000,Stucco
10420,Edwards,1Fam,2009,2009,0.0,1212,Y,1212,0,1212,0,0,2,0,3,1,6,0,Attchd,2009.0,2,460,3,2010,186000,VinylSd
8640,Somerst,1Fam,2009,2009,0.0,900,Y,932,920,1852,1,0,2,1,3,1,7,1,Attchd,2009.0,2,644,7,2009,252678,VinylSd
13568,CollgCr,1Fam,1995,1995,0.0,990,Y,990,0,990,0,1,1,0,3,1,5,0,Attchd,1996.0,2,576,7,2006,156000,VinylSd
10900,CollgCr,1Fam,1977,1977,153.0,689,Y,689,703,1392,0,0,1,1,3,1,6,0,Attchd,1977.0,1,299,3,2010,161750,HdBoard
10011,NAmes,1Fam,1957,1996,64.0,1070,Y,1236,0,1236,0,1,1,0,2,1,6,1,Attchd,1957.0,1,447,5,2006,134450,HdBoard
8450,CollgCr,1Fam,2004,2004,266.0,1436,Y,1436,0,1436,1,0,2,0,3,1,8,0,Attchd,2004.0,2,484,4,2008,210000,VinylSd
9906,OldTown,1Fam,1925,1950,0.0,686,N,810,518,1328,0,0,1,0,3,1,8,0,Detchd,1940.0,1,210,9,2006,107000,MetalSd
15660,Crawfor,1Fam,1939,2006,312.0,798,Y,1137,817,1954,0,1,1,1,3,1,8,2,Attchd,1939.0,2,431,5,2008,311500,VinylSd
3010,Blmngtn,TwnhsE,2005,2006,16.0,1248,Y,1248,0,1248,0,0,2,0,2,1,5,0,Attchd,2005.0,2,438,3,2006,167240,VinylSd
8990,CollgCr,1Fam,2006,2006,0.0,1498,Y,1498,0,1498,0,0,2,0,2,1,5,0,Attchd,2006.0,2,675,4,2006,204900,VinylSd
8068,Gilbert,1Fam,2002,2002,0.0,1010,Y,1010,1257,2267,0,0,2,1,4,1,8,1,BuiltIn,2002.0,2,390,12,2009,200000,VinylSd
11475,NWAmes,1Fam,1975,1975,0.0,713,Y,811,741,1552,1,0,2,1,3,1,6,1,Attchd,1975.0,2,434,2,2006,179900,VinylSd
10500,NAmes,1Fam,1971,1971,0.0,864,Y,864,0,864,0,0,1,0,2,1,4,0,Detchd,1989.0,2,576,3,2009,97000,HdBoard
1680,BrDale,Twnhs,1971,1971,142.0,630,Y,630,672,1302,0,0,2,1,3,1,6,0,Detchd,1991.0,1,280,5,2009,112000,HdBoard
8521,Sawyer,1Fam,1967,1967,0.0,912,Y,912,0,912,0,0,1,0,3,1,5,1,Detchd,1974.0,1,336,5,2010,125000,HdBoard
3182,Blmngtn,TwnhsE,2005,2006,16.0,1373,Y,1555,0,1555,0,0,2,0,2,1,7,1,Attchd,2005.0,2,430,5,2009,192500,VinylSd
8760,NAmes,1Fam,1959,1959,220.0,1194,Y,1194,0,1194,1,0,1,0,3,1,6,0,Attchd,1959.0,1,312,4,2010,148000,MetalSd
10650,CollgCr,1Fam,1976,1976,0.0,894,Y,894,0,894,1,0,1,0,3,1,5,0,Attchd,1976.0,1,308,2,2010,128200,HdBoard
7851,Gilbert,1Fam,2002,2002,0.0,860,Y,860,1100,1960,1,0,2,1,4,1,8,2,BuiltIn,2002.0,2,440,5,2010,216500,VinylSd
8773,CollgCr,1Fam,2004,2004,98.0,1414,Y,1414,0,1414,0,0,2,0,3,1,6,0,Attchd,2004.0,2,494,5,2010,185500,VinylSd
9453,SawyerW,1Fam,1993,2003,0.0,996,Y,1014,730,1744,0,0,2,1,3,1,7,0,Attchd,1993.0,2,457,2,2010,194500,HdBoard
12030,NridgHt,1Fam,2007,2007,254.0,1694,Y,1694,0,1694,0,0,2,0,3,1,7,0,Attchd,2007.0,3,818,12,2007,318000,VinylSd
8741,Edwards,1Fam,1945,1950,0.0,735,Y,798,689,1487,0,0,1,1,3,1,7,1,Detchd,1949.0,1,220,4,2010,113000,VinylSd
9000,Somerst,1Fam,2008,2008,36.0,1566,Y,1566,0,1566,1,0,2,0,3,1,7,0,Attchd,2008.0,2,750,4,2010,262500,VinylSd
3880,OldTown,1Fam,1945,1997,0.0,686,Y,866,0,866,0,0,1,0,2,1,4,0,0,0.0,0,0,8,2007,110500,VinylSd
5000,OldTown,1Fam,1900,1950,0.0,540,N,889,551,1440,0,0,1,0,3,1,6,0,Attchd,1940.0,1,352,4,2006,79000,Wd Sdng
10762,SawyerW,TwnhsE,1980,1980,0.0,626,Y,626,591,1217,0,0,1,1,3,1,6,1,Attchd,1980.0,1,288,4,2009,120000,Plywood
8880,SawyerW,1Fam,1994,2002,0.0,948,Y,1222,888,2110,1,0,2,1,3,1,8,2,Attchd,1994.0,2,463,5,2010,205000,VinylSd
10400,NWAmes,1Fam,1988,1988,102.0,1845,Y,1872,0,1872,0,1,2,0,3,1,6,1,Attchd,1988.0,2,604,6,2006,241500,Wd Sdng
11310,NAmes,1Fam,1954,1954,0.0,1367,Y,1375,0,1375,0,0,1,0,2,1,5,1,Attchd,1954.0,2,451,6,2006,140000,Wd Sdng
11317,CollgCr,1Fam,2003,2003,101.0,840,Y,840,828,1668,0,0,2,1,3,1,8,0,Attchd,2003.0,2,500,9,2007,180000,VinylSd
5350,BrkSide,1Fam,1940,1966,0.0,728,Y,1306,0,1306,0,0,1,0,3,1,6,0,0,0.0,0,0,5,2010,76500,Wd Sdng
4750,Crawfor,TwnhsE,2006,2007,481.0,1573,Y,1625,0,1625,1,1,2,0,2,1,5,1,Attchd,2006.0,2,538,12,2007,235000,VinylSd
8366,SawyerW,1Fam,2004,2004,0.0,798,Y,798,842,1640,0,0,2,1,3,1,6,0,Attchd,2004.0,2,520,12,2008,173000,VinylSd
9350,NAmes,1Fam,1964,1991,108.0,1302,Y,1302,0,1302,0,1,2,0,3,1,7,0,Attchd,1964.0,1,309,10,2007,158000,HdBoard
8400,NAmes,1Fam,1957,1957,0.0,1314,Y,1314,0,1314,1,0,1,0,3,1,5,0,Attchd,1957.0,1,294,6,2010,145000,MetalSd
8738,Gilbert,1Fam,1999,1999,302.0,975,Y,1005,1286,2291,0,0,2,1,4,1,8,1,BuiltIn,1999.0,2,429,2,2006,230000,VinylSd
8791,Somerst,1Fam,2003,2003,0.0,864,Y,864,864,1728,0,0,2,1,3,1,7,0,Attchd,2003.0,2,673,5,2008,207500,VinylSd
8814,CollgCr,1Fam,2006,2006,180.0,1604,Y,1604,0,1604,1,0,2,1,3,1,8,1,Attchd,2006.0,2,660,3,2009,220000,VinylSd
12435,CollgCr,1Fam,2001,2001,172.0,963,Y,963,829,1792,0,0,2,1,3,1,7,1,Attchd,2001.0,2,564,5,2008,231500,VinylSd
12702,OldTown,1Fam,1956,1956,0.0,0,Y,882,0,882,0,0,1,0,2,1,4,0,Detchd,1956.0,1,308,12,2008,97000,BrkFace
19296,NAmes,1Fam,1962,1962,399.0,1362,Y,1382,0,1382,1,0,1,0,3,1,6,1,Attchd,1991.0,2,884,5,2009,176000,Wd Sdng
8471,Sawyer,1Fam,1977,1995,46.0,506,Y,1212,0,1212,1,0,1,0,3,1,6,1,Attchd,1978.0,2,492,7,2006,151000,HdBoard
5500,OldTown,1Fam,1929,2001,0.0,926,Y,926,0,1316,1,0,1,0,3,1,6,0,Detchd,1974.0,2,484,4,2010,130000,Wd Sdng
5232,OldTown,1Fam,1925,2004,0.0,680,N,764,0,764,0,0,1,0,2,1,4,0,Detchd,1965.0,2,504,6,2008,73000,Wd Sdng
12090,NWAmes,1Fam,1981,1981,210.0,1422,Y,1422,0,1422,0,0,2,0,3,1,7,1,Attchd,1981.0,2,576,6,2008,175500,MetalSd
11207,Gilbert,1Fam,1997,1997,0.0,802,Y,802,709,1511,1,0,2,1,3,1,8,1,Attchd,1997.0,2,413,6,2006,185000,VinylSd
8400,SWISU,1Fam,1939,1997,0.0,720,Y,1052,720,2192,0,0,2,1,4,1,8,1,Detchd,1939.0,1,240,7,2008,179500,Wd Sdng
6900,IDOTRR,1Fam,1940,1955,0.0,740,Y,778,0,778,0,0,1,0,2,1,4,1,Detchd,1966.0,1,924,2,2008,120500,VinylSd
7917,Edwards,1Fam,1976,1976,174.0,1143,Y,1113,0,1113,1,0,1,1,3,1,6,1,Attchd,1987.0,1,504,5,2007,148000,HdBoard
10728,Somerst,1Fam,2006,2006,0.0,1095,Y,1095,844,1939,0,0,2,1,3,1,8,1,Attchd,2006.0,3,1053,8,2006,266000,VinylSd
11764,NoRidge,1Fam,1999,2007,348.0,1152,Y,1164,1106,2270,0,0,2,1,4,1,9,1,Attchd,1999.0,3,671,4,2010,290000,VinylSd
9600,NAmes,1Fam,1958,1988,183.0,1240,Y,1632,0,1632,1,0,2,0,3,1,6,1,Attchd,1958.0,1,338,4,2009,139000,Wd Sdng
8314,Mitchel,1Fam,1982,1982,0.0,816,Y,816,0,816,0,0,1,0,2,1,5,0,Attchd,1982.0,1,264,6,2007,124500,HdBoard
7264,BrkSide,1Fam,1925,2007,0.0,952,N,952,596,1548,0,0,2,1,3,1,5,0,Detchd,1978.0,2,672,10,2009,205000,Wd Sdng
9196,Mitchel,1Fam,2003,2003,0.0,1560,Y,1560,0,1560,0,0,2,0,3,1,7,0,Attchd,2003.0,2,573,4,2010,201000,VinylSd
19138,Gilbert,1Fam,1951,1951,0.0,864,Y,864,0,864,0,0,1,0,2,1,4,0,Detchd,1951.0,2,400,6,2010,141000,VinylSd
10005,ClearCr,1Fam,1977,1977,299.0,1160,Y,1156,866,2022,0,0,2,1,4,1,8,1,Attchd,1977.0,2,505,3,2008,192000,Plywood
11287,SawyerW,1Fam,1989,1989,340.0,807,Y,1175,807,1982,0,0,2,1,3,1,7,1,Attchd,1989.0,2,575,1,2007,228500,Plywood
7200,Somerst,1Fam,2006,2006,68.0,1262,Y,1262,0,1262,0,0,2,0,2,1,5,0,Attchd,2006.0,2,572,5,2006,185000,VinylSd
5063,NridgHt,Twnhs,2007,2008,166.0,1314,Y,1314,0,1314,1,0,2,0,2,1,6,1,Attchd,2008.0,2,626,4,2009,207500,VinylSd
9612,Somerst,1Fam,2008,2009,72.0,1468,Y,1468,0,1468,0,0,2,0,3,1,6,1,Attchd,2008.0,3,898,12,2009,244600,VinylSd
8012,SawyerW,TwnhsE,1992,1992,0.0,1575,Y,1575,0,1575,1,0,2,0,2,1,5,0,Attchd,1992.0,2,529,7,2007,179200,Plywood
4251,Somerst,TwnhsE,2006,2007,0.0,625,Y,625,625,1250,0,0,2,1,2,1,5,0,Detchd,2006.0,2,528,6,2007,164700,MetalSd
9786,NAmes,1Fam,1962,1981,0.0,912,Y,1085,649,1734,0,0,1,1,3,1,7,1,Attchd,1962.0,2,440,6,2006,159000,Wd Sdng
8125,NAmes,1Fam,1971,1971,0.0,858,Y,858,0,858,0,0,1,0,3,1,5,0,0,0.0,0,0,6,2006,88000,HdBoard
9819,Sawyer,1Fam,1967,1967,31.0,882,Y,900,0,900,0,0,1,0,3,1,5,0,Detchd,1970.0,1,280,2,2010,122000,MetalSd
8730,BrkSide,1Fam,1915,2003,0.0,698,Y,698,698,1396,0,0,1,0,3,1,7,0,Detchd,2003.0,1,384,7,2007,153575,Wd Sdng
15611,CollgCr,1Fam,2006,2006,0.0,1079,Y,1079,840,1919,0,0,2,1,3,1,8,1,Attchd,2006.0,2,685,7,2006,233230,VinylSd
5687,SWISU,2fmCon,1912,2000,0.0,780,N,936,780,1716,1,0,2,0,6,1,9,0,0,0.0,0,0,3,2008,135900,VinylSd
11409,Edwards,1Fam,1949,2008,0.0,768,Y,1148,568,1716,0,0,1,1,3,1,8,1,Attchd,1949.0,1,281,1,2009,131000,Wd Sdng
16659,NWAmes,1Fam,1977,1994,34.0,795,Y,1468,795,2263,1,0,2,1,3,1,9,1,Attchd,1977.0,2,539,3,2006,235000,Plywood
9600,NAmes,1Fam,1953,1953,238.0,1416,Y,1644,0,1644,1,0,1,0,3,1,7,2,Attchd,1953.0,2,418,10,2009,167000,HdBoard
7937,Mitchel,1Fam,1984,1984,0.0,1003,Y,1003,0,1003,1,0,1,0,3,1,6,0,Detchd,1984.0,2,588,3,2006,142500,HdBoard
13710,IDOTRR,1Fam,1950,1950,0.0,910,Y,910,648,1558,0,0,1,1,4,1,6,0,Attchd,1950.0,1,282,6,2007,152000,Wd Sdng
7399,Somerst,1Fam,1997,1998,1600.0,975,Y,975,975,1950,0,0,2,1,3,1,7,1,Detchd,1997.0,2,576,6,2007,239000,VinylSd
11700,NWAmes,1Fam,1968,1968,365.0,702,Y,1041,702,1743,0,1,1,2,3,1,7,1,Attchd,1968.0,2,539,6,2007,175000,HdBoard
14000,Crawfor,1Fam,1950,2004,0.0,1092,Y,1152,0,1152,0,1,1,0,3,1,6,1,Attchd,1950.0,1,300,8,2009,158500,HdBoard
15750,Crawfor,2fmCon,1953,1953,56.0,1165,Y,1336,0,1336,1,0,1,0,2,1,5,2,Attchd,1953.0,1,375,6,2006,157000,MetalSd
16226,CollgCr,1Fam,1998,1999,0.0,1028,Y,1210,1242,2452,0,0,2,1,4,1,9,1,BuiltIn,1998.0,2,683,5,2007,267000,VinylSd
13704,CollgCr,1Fam,2001,2002,150.0,1541,Y,1541,0,1541,0,0,2,0,3,1,6,1,Attchd,2001.0,3,843,1,2006,205000,VinylSd
9800,CollgCr,1Fam,1972,1972,0.0,894,Y,894,0,894,1,0,1,0,3,1,5,0,Attchd,1975.0,2,552,7,2006,149900,VinylSd
10386,CollgCr,1Fam,2004,2005,246.0,2000,Y,2000,0,2000,1,0,2,0,3,1,8,0,Attchd,2004.0,3,888,7,2007,305900,CemntBd
13474,SawyerW,1Fam,1990,1991,246.0,700,Y,1122,1121,2243,1,0,2,1,4,1,8,1,Attchd,1990.0,3,746,6,2007,225000,HdBoard
7920,IDOTRR,1Fam,1920,1950,0.0,319,Y,1035,371,1406,0,0,1,0,3,1,6,0,0,0.0,0,0,3,2008,89500,MetalSd
12342,Edwards,1Fam,1940,1950,0.0,861,Y,861,0,861,0,0,1,0,1,1,4,0,Detchd,1961.0,2,539,3,2009,82500,VinylSd
12378,NridgHt,1Fam,2003,2004,0.0,1896,Y,1944,0,1944,1,0,2,0,3,1,8,3,Attchd,2003.0,3,708,11,2006,360000,VinylSd
7685,Gilbert,1Fam,1993,1994,112.0,697,Y,697,804,1501,0,0,2,1,3,1,6,1,Attchd,1993.0,2,420,5,2006,165600,HdBoard
8000,NAmes,1Fam,1948,2002,0.0,972,Y,972,0,972,1,0,1,0,2,1,5,1,Detchd,1948.0,1,240,5,2009,132000,VinylSd
7800,OldTown,2fmCon,1939,1950,0.0,793,Y,793,325,1118,1,0,1,0,3,1,5,1,Detchd,1939.0,2,410,5,2006,119900,MetalSd
9600,OldTown,1Fam,1925,1990,0.0,728,Y,832,809,1641,0,1,1,1,3,1,6,1,Detchd,1925.0,2,546,8,2006,178000,Wd Sdng
7795,Gilbert,1Fam,2004,2005,0.0,716,Y,716,716,1432,1,0,2,1,3,1,6,1,Attchd,2004.0,2,432,7,2009,188500,VinylSd
13005,NWAmes,1Fam,1980,1980,278.0,845,Y,1153,1200,2353,1,0,2,1,4,1,10,1,Attchd,1983.0,2,484,8,2009,260000,CemntBd
9000,Somerst,1Fam,2006,2006,0.0,1088,Y,1088,871,1959,0,0,2,1,3,1,8,1,Attchd,2006.0,3,1025,12,2007,270000,VinylSd
14115,NWAmes,1Fam,1980,1980,225.0,1372,Y,1472,0,1472,1,0,2,0,3,1,6,2,Attchd,1980.0,2,588,6,2009,187500,Plywood
12099,NridgHt,1Fam,2004,2004,388.0,1136,Y,1136,1332,2468,1,0,2,1,4,1,10,1,BuiltIn,2004.0,3,872,6,2007,354000,VinylSd
5820,OldTown,1Fam,1955,2005,0.0,1162,Y,1163,0,1163,1,0,1,0,3,1,6,0,Attchd,1955.0,1,220,7,2006,126175,VinylSd
5000,IDOTRR,1Fam,1941,1950,0.0,720,N,803,0,803,0,0,1,0,2,1,5,0,Detchd,1941.0,2,360,12,2007,87000,MetalSd
10846,Veenker,TwnhsE,1993,1993,0.0,1719,Y,1719,0,1719,2,0,1,1,1,1,6,2,Attchd,1993.0,2,473,5,2008,324000,BrkFace
11600,NAmes,1Fam,1960,1960,175.0,1383,Y,1383,0,1383,0,0,1,1,3,1,7,0,Attchd,1960.0,1,292,4,2006,145250,Wd Sdng
11888,BrkSide,1Fam,1916,1994,0.0,844,N,1445,689,2134,0,0,2,0,5,1,10,0,Detchd,1930.0,2,441,7,2009,214500,Wd Sdng
6402,IDOTRR,1Fam,1920,1950,0.0,596,N,596,596,1192,0,0,1,0,3,1,6,0,Detchd,1920.0,1,189,7,2009,78000,Wd Sdng
8176,NAmes,1Fam,1958,1992,0.0,1056,Y,1056,0,1056,1,0,1,0,3,1,6,0,Attchd,1958.0,1,308,8,2007,139000,Wd Sdng
8198,NridgHt,TwnhsE,2004,2004,146.0,1358,Y,1358,0,1358,1,0,2,0,2,1,6,1,Attchd,2004.0,2,484,7,2008,207000,VinylSd
9042,Gilbert,1Fam,1998,1998,0.0,943,Y,943,695,1638,1,0,2,1,3,1,7,2,Attchd,1998.0,2,472,7,2008,192000,VinylSd
14157,StoneBr,1Fam,2005,2006,200.0,1922,Y,1922,0,1922,1,0,2,0,3,1,8,1,Attchd,2005.0,3,676,7,2007,377426,VinylSd
9135,CollgCr,1Fam,2002,2003,113.0,1536,Y,1536,0,1536,1,0,2,0,3,1,7,0,Attchd,2002.0,2,532,12,2008,214000,VinylSd
14145,NWAmes,1Fam,1984,1998,0.0,1208,Y,1621,0,1621,1,0,2,0,3,1,8,0,Attchd,1984.0,2,440,5,2006,202500,Wd Sdng
12400,NAmes,1Fam,1958,1998,176.0,1215,Y,1215,0,1215,0,0,1,0,3,1,6,0,Attchd,1958.0,1,297,6,2009,155000,Wd Sdng
14191,Timber,1Fam,2002,2002,0.0,967,Y,993,915,1908,0,0,2,1,4,1,9,0,Attchd,2002.0,2,431,4,2010,202900,VinylSd
8400,SawyerW,1Fam,1950,1950,0.0,721,Y,841,0,841,0,0,1,0,2,1,4,0,CarPort,1950.0,1,294,9,2009,82000,Wd Sdng
8849,NridgHt,TwnhsE,2005,2005,616.0,1684,Y,1684,0,1684,0,0,2,0,2,1,6,1,Attchd,2005.0,2,564,7,2008,266000,MetalSd
2592,MeadowV,TwnhsE,1976,1976,0.0,536,Y,536,576,1112,0,0,1,1,3,1,4,0,Attchd,1976.0,1,336,4,2010,85000,CemntBd
6435,BrkSide,1Fam,1939,1950,0.0,972,Y,972,605,1577,0,0,1,0,3,1,6,1,Detchd,1939.0,1,312,10,2006,140200,MetalSd
12772,NAmes,1Fam,1960,1998,0.0,958,Y,958,0,958,0,0,1,0,2,1,5,0,Attchd,1960.0,1,301,4,2007,151500,MetalSd
17600,NAmes,1Fam,1960,1960,30.0,1478,Y,1478,0,1478,1,0,2,0,3,1,6,2,Attchd,1960.0,2,498,12,2009,157500,Wd Sdng
2448,NridgHt,Twnhs,2003,2004,106.0,764,Y,764,862,1626,1,0,2,1,2,1,6,0,BuiltIn,2003.0,2,474,10,2008,154000,VinylSd
7820,NridgHt,TwnhsE,2007,2007,362.0,1869,Y,1869,0,1869,0,0,2,0,2,1,6,1,Attchd,2007.0,2,617,12,2007,318061,MetalSd
5271,ClearCr,1Fam,1986,1986,0.0,1453,Y,1453,0,1453,1,0,1,1,2,1,6,1,Attchd,1986.0,2,445,12,2006,190000,Wd Sdng
9084,Edwards,1Fam,1941,1950,0.0,616,N,616,495,1111,0,1,1,0,3,1,5,0,Detchd,1941.0,1,200,3,2008,95000,VinylSd
8520,OldTown,1Fam,1928,2003,0.0,624,Y,720,0,720,0,0,1,0,2,1,5,0,Detchd,2005.0,2,484,5,2010,105900,VinylSd
8400,SWISU,1Fam,1940,2000,0.0,940,Y,1192,403,1595,0,0,1,0,2,1,6,2,Attchd,1940.0,1,240,6,2006,140000,Wd Sdng
11249,CollgCr,1Fam,1995,1995,0.0,1200,Y,1200,0,1200,1,0,2,0,3,1,6,0,Attchd,1995.0,2,521,8,2007,177500,VinylSd
9248,Gilbert,1Fam,1992,1992,106.0,1158,Y,1167,0,1167,1,0,2,0,3,1,6,0,Attchd,1992.0,2,400,7,2009,173000,HdBoard
4224,MeadowV,TwnhsE,1976,1976,0.0,1142,Y,1142,0,1142,1,0,1,1,3,1,6,1,Attchd,1976.0,2,528,8,2007,134000,CemntBd
6930,ClearCr,1Fam,1958,1958,120.0,1062,Y,1352,0,1352,0,1,1,0,3,1,6,0,BuiltIn,1958.0,1,288,7,2006,130000,Wd Sdng
12011,NoRidge,1Fam,1998,1998,530.0,1086,Y,1086,838,1924,1,0,2,1,3,1,7,1,Attchd,1998.0,2,592,6,2006,280000,VinylSd
7540,Mitchel,1Fam,1978,1978,0.0,888,Y,912,0,912,1,0,1,0,2,1,5,1,Attchd,1978.0,2,470,6,2007,156000,VinylSd
9144,BrkSide,1Fam,1940,1982,0.0,883,Y,988,517,1505,1,0,1,0,3,1,8,0,Detchd,1940.0,1,240,7,2008,145000,MetalSd
18800,NWAmes,1Fam,1976,1976,120.0,796,Y,790,784,1574,1,0,2,1,3,1,6,1,Attchd,1976.0,2,566,7,2006,190000,HdBoard
10690,IDOTRR,1Fam,1920,1997,0.0,672,Y,672,672,1344,0,0,1,0,3,1,6,0,Detchd,1964.0,1,468,7,2009,147000,VinylSd
9500,NAmes,1Fam,1963,1963,247.0,1394,Y,1394,0,1394,1,0,1,1,3,1,6,2,Attchd,1963.0,2,514,7,2009,159000,Plywood
9150,NAmes,1Fam,1962,1962,305.0,1099,Y,1431,0,1431,0,1,1,0,3,1,6,1,Basment,1962.0,1,296,12,2008,165000,Plywood
7800,NAmes,1Fam,1954,1954,200.0,1268,Y,1268,0,1268,0,0,1,0,2,1,7,1,Attchd,1954.0,1,244,3,2010,132000,HdBoard
9830,NAmes,1Fam,1959,2006,0.0,1063,Y,1287,0,1287,1,0,1,0,3,1,7,1,Detchd,1997.0,2,576,3,2010,162000,Wd Sdng
8121,Gilbert,1Fam,2000,2000,0.0,953,Y,953,711,1664,0,0,2,1,3,1,7,1,Attchd,2000.0,2,460,1,2006,172400,VinylSd
17120,ClearCr,1Fam,1959,1959,0.0,0,Y,1120,468,1588,0,0,2,0,4,1,7,1,Detchd,1991.0,2,680,7,2008,134432,WdShing
7175,SawyerW,TwnhsE,1984,1984,0.0,744,Y,752,0,752,1,0,1,0,2,1,4,0,Attchd,1984.0,1,264,2,2010,125000,Plywood
10634,NAmes,1Fam,1953,1953,0.0,608,Y,1319,0,1319,1,0,1,0,3,1,5,0,Attchd,1953.0,1,270,11,2009,123000,MetalSd
8200,CollgCr,1Fam,2003,2004,0.0,847,Y,847,1081,1928,0,0,2,1,4,1,8,1,BuiltIn,2003.0,2,434,7,2007,219500,VinylSd
10020,Edwards,1Fam,1922,1950,0.0,683,N,904,0,904,1,0,0,1,1,1,4,0,0,0.0,0,0,3,2009,61000,Wd Sdng
8846,CollgCr,1Fam,1996,1996,0.0,870,Y,914,0,914,0,0,1,0,2,1,5,0,Detchd,1998.0,2,576,7,2006,148000,VinylSd
11143,Somerst,1Fam,2004,2005,0.0,1580,Y,1580,886,2466,0,0,3,0,4,1,8,1,Attchd,2004.0,2,610,12,2007,340000,CemntBd
11394,StoneBr,1Fam,2010,2010,350.0,1856,Y,1856,0,1856,1,0,1,1,1,1,8,1,Attchd,2010.0,3,834,6,2010,394432,VinylSd
8123,Gilbert,1Fam,2000,2000,16.0,982,Y,1007,793,1800,0,0,2,1,3,1,7,1,Attchd,2000.0,2,463,6,2009,179000,VinylSd
5000,SWISU,1Fam,1924,1950,0.0,1026,Y,1026,665,1691,0,0,2,0,3,1,6,1,Detchd,1924.0,1,308,5,2010,127000,BrkFace
7200,Somerst,1Fam,2006,2006,0.0,1293,Y,1301,0,1301,1,0,2,0,2,1,5,1,Attchd,2006.0,2,572,8,2006,187750,VinylSd
9245,CollgCr,1Fam,2006,2006,0.0,939,Y,939,858,1797,0,0,2,1,3,1,8,0,Attchd,2006.0,2,639,4,2007,213500,VinylSd
9000,SawyerW,1Fam,1928,1950,0.0,784,N,784,0,784,0,0,1,0,2,1,5,0,Detchd,1950.0,2,360,10,2009,76000,Wd Sdng
3182,Blmngtn,TwnhsE,2004,2005,16.0,1256,Y,1269,0,1269,0,0,2,0,2,1,6,1,Attchd,2004.0,2,430,4,2010,192000,VinylSd
8410,Edwards,1Fam,1910,1996,0.0,658,Y,658,526,1184,0,0,1,0,5,1,8,0,0,0.0,0,0,5,2006,81000,Wd Sdng
7200,Edwards,1Fam,1976,1976,255.0,1041,Y,1125,0,1125,1,0,1,0,3,1,6,1,Detchd,1977.0,1,352,10,2009,125000,MetalSd
9382,CollgCr,1Fam,1999,2000,125.0,1468,Y,1479,0,1479,0,0,2,0,3,1,6,0,Attchd,1999.0,2,577,7,2008,191000,VinylSd
12474,NridgHt,1Fam,2007,2008,272.0,1682,Y,1742,590,2332,1,0,2,1,3,1,9,1,BuiltIn,2008.0,3,846,8,2008,426000,VinylSd
8405,Edwards,1Fam,1900,1950,0.0,861,Y,961,406,1367,1,0,1,0,4,1,7,0,Detchd,1978.0,1,384,4,2008,119000,MetalSd
12209,Mitchel,1Fam,2001,2002,0.0,804,Y,804,1157,1961,1,0,2,1,3,1,7,1,BuiltIn,2001.0,2,560,6,2009,215000,VinylSd
8339,NAmes,1Fam,1959,1959,0.0,0,Y,882,0,882,0,0,1,0,3,1,5,0,Attchd,1959.0,1,294,7,2007,106500,MetalSd
